params_types_unique	return_types_unique	image_types	images_types	unsupported_types	first_image_param_names	subsequent_image_param_names	signatures	signatures_filtered
							seamlessClone(src: cv2.typing.MatLike, dst: cv2.typing.MatLike, mask: cv2.typing.MatLike, p: cv2.typing.Point, flags: int, blend: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							seamlessClone(src: UMat, dst: UMat, mask: UMat, p: cv2.typing.Point, flags: int, blend: UMat | None) -> UMat	
							selectROI(windowName: str, img: cv2.typing.MatLike, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> cv2.typing.Rect	
							selectROI(windowName: str, img: UMat, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> cv2.typing.Rect	
							selectROI(img: cv2.typing.MatLike, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> cv2.typing.Rect	
							selectROI(img: UMat, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> cv2.typing.Rect	
							selectROIs(windowName: str, img: cv2.typing.MatLike, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> _typing.Sequence[cv2.typing.Rect]	
							selectROIs(windowName: str, img: UMat, showCrosshair: bool, fromCenter: bool, printNotice: bool) -> _typing.Sequence[cv2.typing.Rect]	
							sepFilter2D(src: cv2.typing.MatLike, ddepth: int, kernelX: cv2.typing.MatLike, kernelY: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, anchor: cv2.typing.Point, delta: float, borderType: int) -> cv2.typing.MatLike	
							sepFilter2D(src: UMat, ddepth: int, kernelX: UMat, kernelY: UMat, dst: UMat | None, anchor: cv2.typing.Point, delta: float, borderType: int) -> UMat	
							setIdentity(mtx: cv2.typing.MatLike, s: cv2.typing.Scalar) -> cv2.typing.MatLike	
							setIdentity(mtx: UMat, s: cv2.typing.Scalar) -> UMat	
							setLogLevel(level: int) -> int	
							setNumThreads(nthreads: int) -> None	
							setRNGSeed(seed: int) -> None	
							setTrackbarMax(trackbarname: str, winname: str, maxval: int) -> None	
							setTrackbarMin(trackbarname: str, winname: str, minval: int) -> None	
							setTrackbarPos(trackbarname: str, winname: str, pos: int) -> None	
							setUseOpenVX(flag: bool) -> None	
							setUseOptimized(onoff: bool) -> None	
							setWindowProperty(winname: str, prop_id: int, prop_value: float) -> None	
							setWindowTitle(winname: str, title: str) -> None	
							solve(src1: cv2.typing.MatLike, src2: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, flags: int) -> tuple[bool, cv2.typing.MatLike]	
							solve(src1: UMat, src2: UMat, dst: UMat | None, flags: int) -> tuple[bool, UMat]	
							solveCubic(coeffs: cv2.typing.MatLike, roots: cv2.typing.MatLike | None) -> tuple[int, cv2.typing.MatLike]	
							solveCubic(coeffs: UMat, roots: UMat | None) -> tuple[int, UMat]	
							solveLP(Func: cv2.typing.MatLike, Constr: cv2.typing.MatLike, constr_eps: float, z: cv2.typing.MatLike | None) -> tuple[int, cv2.typing.MatLike]	
							solveLP(Func: UMat, Constr: UMat, constr_eps: float, z: UMat | None) -> tuple[int, UMat]	
							solveLP(Func: cv2.typing.MatLike, Constr: cv2.typing.MatLike, z: cv2.typing.MatLike | None) -> tuple[int, cv2.typing.MatLike]	
							solveLP(Func: UMat, Constr: UMat, z: UMat | None) -> tuple[int, UMat]	
							solveP3P(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, flags: int, rvecs: _typing.Sequence[cv2.typing.MatLike] | None, tvecs: _typing.Sequence[cv2.typing.MatLike] | None) -> tuple[int, _typing.Sequence[cv2.typing.MatLike], _typing.Sequence[cv2.typing.MatLike]]	
							solveP3P(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, flags: int, rvecs: _typing.Sequence[UMat] | None, tvecs: _typing.Sequence[UMat] | None) -> tuple[int, _typing.Sequence[UMat], _typing.Sequence[UMat]]	
							solvePnP(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvec: cv2.typing.MatLike | None, tvec: cv2.typing.MatLike | None, useExtrinsicGuess: bool, flags: int) -> tuple[bool, cv2.typing.MatLike, cv2.typing.MatLike]	
							solvePnP(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvec: UMat | None, tvec: UMat | None, useExtrinsicGuess: bool, flags: int) -> tuple[bool, UMat, UMat]	
							solvePnPGeneric(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvecs: _typing.Sequence[cv2.typing.MatLike] | None, tvecs: _typing.Sequence[cv2.typing.MatLike] | None, useExtrinsicGuess: bool, flags: SolvePnPMethod, rvec: cv2.typing.MatLike | None, tvec: cv2.typing.MatLike | None, reprojectionError: cv2.typing.MatLike | None) -> tuple[int, _typing.Sequence[cv2.typing.MatLike], _typing.Sequence[cv2.typing.MatLike], cv2.typing.MatLike]	
							solvePnPGeneric(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvecs: _typing.Sequence[UMat] | None, tvecs: _typing.Sequence[UMat] | None, useExtrinsicGuess: bool, flags: SolvePnPMethod, rvec: UMat | None, tvec: UMat | None, reprojectionError: UMat | None) -> tuple[int, _typing.Sequence[UMat], _typing.Sequence[UMat], UMat]	
							solvePnPRansac(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvec: cv2.typing.MatLike | None, tvec: cv2.typing.MatLike | None, useExtrinsicGuess: bool, iterationsCount: int, reprojectionError: float, confidence: float, inliers: cv2.typing.MatLike | None, flags: int) -> tuple[bool, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike]	
							solvePnPRansac(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvec: UMat | None, tvec: UMat | None, useExtrinsicGuess: bool, iterationsCount: int, reprojectionError: float, confidence: float, inliers: UMat | None, flags: int) -> tuple[bool, UMat, UMat, UMat]	
							solvePnPRansac(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvec: cv2.typing.MatLike | None, tvec: cv2.typing.MatLike | None, inliers: cv2.typing.MatLike | None, params: UsacParams) -> tuple[bool, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike]	
							solvePnPRansac(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvec: UMat | None, tvec: UMat | None, inliers: UMat | None, params: UsacParams) -> tuple[bool, UMat, UMat, UMat, UMat]	
							solvePnPRefineLM(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvec: cv2.typing.MatLike, tvec: cv2.typing.MatLike, criteria: cv2.typing.TermCriteria) -> tuple[cv2.typing.MatLike, cv2.typing.MatLike]	
							solvePnPRefineLM(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvec: UMat, tvec: UMat, criteria: cv2.typing.TermCriteria) -> tuple[UMat, UMat]	
							solvePnPRefineVVS(objectPoints: cv2.typing.MatLike, imagePoints: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, rvec: cv2.typing.MatLike, tvec: cv2.typing.MatLike, criteria: cv2.typing.TermCriteria, VVSlambda: float) -> tuple[cv2.typing.MatLike, cv2.typing.MatLike]	
							solvePnPRefineVVS(objectPoints: UMat, imagePoints: UMat, cameraMatrix: UMat, distCoeffs: UMat, rvec: UMat, tvec: UMat, criteria: cv2.typing.TermCriteria, VVSlambda: float) -> tuple[UMat, UMat]	
							solvePoly(coeffs: cv2.typing.MatLike, roots: cv2.typing.MatLike | None, maxIters: int) -> tuple[float, cv2.typing.MatLike]	
							solvePoly(coeffs: UMat, roots: UMat | None, maxIters: int) -> tuple[float, UMat]	
							sort(src: cv2.typing.MatLike, flags: int, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							sort(src: UMat, flags: int, dst: UMat | None) -> UMat	
							sortIdx(src: cv2.typing.MatLike, flags: int, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							sortIdx(src: UMat, flags: int, dst: UMat | None) -> UMat	
							spatialGradient(src: cv2.typing.MatLike, dx: cv2.typing.MatLike | None, dy: cv2.typing.MatLike | None, ksize: int, borderType: int) -> tuple[cv2.typing.MatLike, cv2.typing.MatLike]	
							spatialGradient(src: UMat, dx: UMat | None, dy: UMat | None, ksize: int, borderType: int) -> tuple[UMat, UMat]	
							split(m: cv2.typing.MatLike, mv: _typing.Sequence[cv2.typing.MatLike] | None) -> _typing.Sequence[cv2.typing.MatLike]	
							split(m: UMat, mv: _typing.Sequence[UMat] | None) -> _typing.Sequence[UMat]	
							sqrBoxFilter(src: cv2.typing.MatLike, ddepth: int, ksize: cv2.typing.Size, dst: cv2.typing.MatLike | None, anchor: cv2.typing.Point, normalize: bool, borderType: int) -> cv2.typing.MatLike	
							sqrBoxFilter(src: UMat, ddepth: int, ksize: cv2.typing.Size, dst: UMat | None, anchor: cv2.typing.Point, normalize: bool, borderType: int) -> UMat	
							sqrt(src: cv2.typing.MatLike, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							sqrt(src: UMat, dst: UMat | None) -> UMat	
							stackBlur(src: cv2.typing.MatLike, ksize: cv2.typing.Size, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							stackBlur(src: UMat, ksize: cv2.typing.Size, dst: UMat | None) -> UMat	
							startWindowThread() -> int	
							stereoCalibrate(objectPoints: _typing.Sequence[cv2.typing.MatLike], imagePoints1: _typing.Sequence[cv2.typing.MatLike], imagePoints2: _typing.Sequence[cv2.typing.MatLike], cameraMatrix1: cv2.typing.MatLike, distCoeffs1: cv2.typing.MatLike, cameraMatrix2: cv2.typing.MatLike, distCoeffs2: cv2.typing.MatLike, imageSize: cv2.typing.Size, R: cv2.typing.MatLike | None, T: cv2.typing.MatLike | None, E: cv2.typing.MatLike | None, F: cv2.typing.MatLike | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike]	
							stereoCalibrate(objectPoints: _typing.Sequence[UMat], imagePoints1: _typing.Sequence[UMat], imagePoints2: _typing.Sequence[UMat], cameraMatrix1: UMat, distCoeffs1: UMat, cameraMatrix2: UMat, distCoeffs2: UMat, imageSize: cv2.typing.Size, R: UMat | None, T: UMat | None, E: UMat | None, F: UMat | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, UMat, UMat, UMat, UMat, UMat, UMat, UMat, UMat]	
							stereoCalibrate(objectPoints: _typing.Sequence[cv2.typing.MatLike], imagePoints1: _typing.Sequence[cv2.typing.MatLike], imagePoints2: _typing.Sequence[cv2.typing.MatLike], cameraMatrix1: cv2.typing.MatLike, distCoeffs1: cv2.typing.MatLike, cameraMatrix2: cv2.typing.MatLike, distCoeffs2: cv2.typing.MatLike, imageSize: cv2.typing.Size, R: cv2.typing.MatLike, T: cv2.typing.MatLike, E: cv2.typing.MatLike | None, F: cv2.typing.MatLike | None, perViewErrors: cv2.typing.MatLike | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike]	
							stereoCalibrate(objectPoints: _typing.Sequence[UMat], imagePoints1: _typing.Sequence[UMat], imagePoints2: _typing.Sequence[UMat], cameraMatrix1: UMat, distCoeffs1: UMat, cameraMatrix2: UMat, distCoeffs2: UMat, imageSize: cv2.typing.Size, R: UMat, T: UMat, E: UMat | None, F: UMat | None, perViewErrors: UMat | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, UMat, UMat, UMat, UMat, UMat, UMat, UMat, UMat, UMat]	
							stereoCalibrateExtended(objectPoints: _typing.Sequence[cv2.typing.MatLike], imagePoints1: _typing.Sequence[cv2.typing.MatLike], imagePoints2: _typing.Sequence[cv2.typing.MatLike], cameraMatrix1: cv2.typing.MatLike, distCoeffs1: cv2.typing.MatLike, cameraMatrix2: cv2.typing.MatLike, distCoeffs2: cv2.typing.MatLike, imageSize: cv2.typing.Size, R: cv2.typing.MatLike, T: cv2.typing.MatLike, E: cv2.typing.MatLike | None, F: cv2.typing.MatLike | None, rvecs: _typing.Sequence[cv2.typing.MatLike] | None, tvecs: _typing.Sequence[cv2.typing.MatLike] | None, perViewErrors: cv2.typing.MatLike | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, _typing.Sequence[cv2.typing.MatLike], _typing.Sequence[cv2.typing.MatLike], cv2.typing.MatLike]	
							stereoCalibrateExtended(objectPoints: _typing.Sequence[UMat], imagePoints1: _typing.Sequence[UMat], imagePoints2: _typing.Sequence[UMat], cameraMatrix1: UMat, distCoeffs1: UMat, cameraMatrix2: UMat, distCoeffs2: UMat, imageSize: cv2.typing.Size, R: UMat, T: UMat, E: UMat | None, F: UMat | None, rvecs: _typing.Sequence[UMat] | None, tvecs: _typing.Sequence[UMat] | None, perViewErrors: UMat | None, flags: int, criteria: cv2.typing.TermCriteria) -> tuple[float, UMat, UMat, UMat, UMat, UMat, UMat, UMat, UMat, _typing.Sequence[UMat], _typing.Sequence[UMat], UMat]	
							stereoRectify(cameraMatrix1: cv2.typing.MatLike, distCoeffs1: cv2.typing.MatLike, cameraMatrix2: cv2.typing.MatLike, distCoeffs2: cv2.typing.MatLike, imageSize: cv2.typing.Size, R: cv2.typing.MatLike, T: cv2.typing.MatLike, R1: cv2.typing.MatLike | None, R2: cv2.typing.MatLike | None, P1: cv2.typing.MatLike | None, P2: cv2.typing.MatLike | None, Q: cv2.typing.MatLike | None, flags: int, alpha: float, newImageSize: cv2.typing.Size) -> tuple[cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.MatLike, cv2.typing.Rect, cv2.typing.Rect]	
							stereoRectify(cameraMatrix1: UMat, distCoeffs1: UMat, cameraMatrix2: UMat, distCoeffs2: UMat, imageSize: cv2.typing.Size, R: UMat, T: UMat, R1: UMat | None, R2: UMat | None, P1: UMat | None, P2: UMat | None, Q: UMat | None, flags: int, alpha: float, newImageSize: cv2.typing.Size) -> tuple[UMat, UMat, UMat, UMat, UMat, cv2.typing.Rect, cv2.typing.Rect]	
							stereoRectifyUncalibrated(points1: cv2.typing.MatLike, points2: cv2.typing.MatLike, F: cv2.typing.MatLike, imgSize: cv2.typing.Size, H1: cv2.typing.MatLike | None, H2: cv2.typing.MatLike | None, threshold: float) -> tuple[bool, cv2.typing.MatLike, cv2.typing.MatLike]	
							stereoRectifyUncalibrated(points1: UMat, points2: UMat, F: UMat, imgSize: cv2.typing.Size, H1: UMat | None, H2: UMat | None, threshold: float) -> tuple[bool, UMat, UMat]	
							stylization(src: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, sigma_s: float, sigma_r: float) -> cv2.typing.MatLike	
							stylization(src: UMat, dst: UMat | None, sigma_s: float, sigma_r: float) -> UMat	
							subtract(src1: cv2.typing.MatLike, src2: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, mask: cv2.typing.MatLike | None, dtype: int) -> cv2.typing.MatLike	
							subtract(src1: UMat, src2: UMat, dst: UMat | None, mask: UMat | None, dtype: int) -> UMat	
							sumElems(src: cv2.typing.MatLike) -> cv2.typing.Scalar	
							sumElems(src: UMat) -> cv2.typing.Scalar	
							textureFlattening(src: cv2.typing.MatLike, mask: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, low_threshold: float, high_threshold: float, kernel_size: int) -> cv2.typing.MatLike	
							textureFlattening(src: UMat, mask: UMat, dst: UMat | None, low_threshold: float, high_threshold: float, kernel_size: int) -> UMat	
							threshold(src: cv2.typing.MatLike, thresh: float, maxval: float, type: int, dst: cv2.typing.MatLike | None) -> tuple[float, cv2.typing.MatLike]	
							threshold(src: UMat, thresh: float, maxval: float, type: int, dst: UMat | None) -> tuple[float, UMat]	
							trace(mtx: cv2.typing.MatLike) -> cv2.typing.Scalar	
							trace(mtx: UMat) -> cv2.typing.Scalar	
							transform(src: cv2.typing.MatLike, m: cv2.typing.MatLike, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							transform(src: UMat, m: UMat, dst: UMat | None) -> UMat	
							transpose(src: cv2.typing.MatLike, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							transpose(src: UMat, dst: UMat | None) -> UMat	
							transposeND(src: cv2.typing.MatLike, order: _typing.Sequence[int], dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							transposeND(src: UMat, order: _typing.Sequence[int], dst: UMat | None) -> UMat	
							triangulatePoints(projMatr1: cv2.typing.MatLike, projMatr2: cv2.typing.MatLike, projPoints1: cv2.typing.MatLike, projPoints2: cv2.typing.MatLike, points4D: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							triangulatePoints(projMatr1: UMat, projMatr2: UMat, projPoints1: UMat, projPoints2: UMat, points4D: UMat | None) -> UMat	
							undistort(src: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, newCameraMatrix: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							undistort(src: UMat, cameraMatrix: UMat, distCoeffs: UMat, dst: UMat | None, newCameraMatrix: UMat | None) -> UMat	
							undistortImagePoints(src: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, arg1: cv2.typing.TermCriteria) -> cv2.typing.MatLike	
							undistortImagePoints(src: UMat, cameraMatrix: UMat, distCoeffs: UMat, dst: UMat | None, arg1: cv2.typing.TermCriteria) -> UMat	
							undistortPoints(src: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, dst: cv2.typing.MatLike | None, R: cv2.typing.MatLike | None, P: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							undistortPoints(src: UMat, cameraMatrix: UMat, distCoeffs: UMat, dst: UMat | None, R: UMat | None, P: UMat | None) -> UMat	
							undistortPointsIter(src: cv2.typing.MatLike, cameraMatrix: cv2.typing.MatLike, distCoeffs: cv2.typing.MatLike, R: cv2.typing.MatLike, P: cv2.typing.MatLike, criteria: cv2.typing.TermCriteria, dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							undistortPointsIter(src: UMat, cameraMatrix: UMat, distCoeffs: UMat, R: UMat, P: UMat, criteria: cv2.typing.TermCriteria, dst: UMat | None) -> UMat	
							useOpenVX() -> bool	
							useOptimized() -> bool	
							validateDisparity(disparity: cv2.typing.MatLike, cost: cv2.typing.MatLike, minDisparity: int, numberOfDisparities: int, disp12MaxDisp: int) -> cv2.typing.MatLike	
							validateDisparity(disparity: UMat, cost: UMat, minDisparity: int, numberOfDisparities: int, disp12MaxDisp: int) -> UMat	
							vconcat(src: _typing.Sequence[cv2.typing.MatLike], dst: cv2.typing.MatLike | None) -> cv2.typing.MatLike	
							vconcat(src: _typing.Sequence[UMat], dst: UMat | None) -> UMat	
							waitKey(delay: int) -> int	
							waitKeyEx(delay: int) -> int	
							warpAffine(src: cv2.typing.MatLike, M: cv2.typing.MatLike, dsize: cv2.typing.Size, dst: cv2.typing.MatLike | None, flags: int, borderMode: int, borderValue: cv2.typing.Scalar) -> cv2.typing.MatLike	
